Date,Open,High,Low,Close,Volume,MA_10,MA_30,K,D,covid
2020-11-03,12641.28027,12760.13965,12641.28027,12736.00977,2946900.0,12780.745995999972,12723.610058999968,30.452529332275738,19.462962357376508,4
2020-11-04,12766.86035,12885.28027,12736.01953,12867.90039,3335500.0,12779.811034999973,12723.352734666636,62.35407685216213,36.25780759557666,1
2020-11-05,12878.00977,12918.79981,12840.40039,12918.79981,2946300.0,12779.987988999974,12727.475390999969,86.55023460185991,59.78561359543292,1
2020-11-06,12952.49023,12999.16016,12927.29981,12973.53027,3215100.0,12787.458984999974,12738.409407666635,96.92051955460195,81.94161033620833,4
2020-11-09,13053.98047,13149.90039,13048.66992,13127.46973,3696600.0,12809.302930999973,12756.529069333303,96.88227176680891,93.45100864109058,5
2020-11-10,13090.65039,13142.21973,13022.91992,13081.71973,4774300.0,12829.973926999974,12783.773730999968,91.39110537977972,95.0646322337305,2
2020-11-11,13067.04004,13262.19043,13067.04004,13262.19043,5109800.0,12876.817969999973,12818.083073333304,93.03880001173077,93.77072571944012,4
2020-11-12,13324.86035,13324.86035,13193.74023,13221.78027,3935700.0,12932.704980999973,12843.383756666635,85.86611804903016,90.0986744801805,5
2020-11-13,13221.79981,13273.33008,13170.12012,13273.33008,3526400.0,13005.404004999973,12870.237076999969,85.66849454241473,88.19113753439218,8
2020-11-16,13356.74023,13551.830080000002,13356.74023,13551.830080000002,3858000.0,13101.456055999974,12904.777734666635,85.66849454241473,85.7343690446202,6
2020-11-17,13723.76953,13780.12012,13593.00977,13593.00977,4123400.0,13187.156055999973,12939.6020513333,85.56463052630777,85.63387320371272,2
2020-11-18,13628.419919999998,13773.29004,13608.71973,13773.29004,4140300.0,13277.695020999972,12975.237370333303,90.88019200465179,87.37110569112507,2
2020-11-19,13775.25977,13785.919919999998,13700.04004,13722.42969,3973800.0,13358.058008999973,13007.772689333304,87.44345655913862,87.96275969669969,2
2020-11-20,13702.58984,13726.21973,13666.07031,13716.44043,3869400.0,13432.34902499997,13035.41435599997,90.79373465064201,89.70579440481113,2
2020-11-23,13793.54981,13921.16016,13793.54981,13878.00977,4442800.0,13507.40302899997,13066.151009666635,86.78377055066517,88.34032058681557,7
2020-11-24,13918.83984,13951.169919999998,13798.32031,13807.12988,5153400.0,13579.94404399997,13094.817676333303,76.1999716035222,84.59249226827677,0
2020-11-25,13860.9502,13893.2002,13731.80957,13738.830080000002,5163800.0,13627.60800899997,13122.135026666636,56.76988112798554,73.25120776072461,5
2020-11-26,13763.79004,13856.75977,13763.79004,13845.66016,4596800.0,13689.995997999971,13156.063021666638,48.81706238039248,60.595638370633715,2
2020-11-27,13833.20996,13885.00977,13811.80957,13867.08984,4863800.0,13749.371973999969,13193.287012333309,50.061042882004614,51.88266213012785,14
2020-11-30,13917.65039,13969.38965,13722.88965,13722.88965,7445200.0,13766.477930999969,13220.43867266664,41.55410151275212,46.81073559171671,36
