Date,Open,High,Low,Close,Adj Close,Volume,MA_10,MA_30,K,D
2003/2/20,4555.649902,4606.75,4520.759765999999,4550.700195,4550.683105,3366200.0,4603.6960936000005,4792.687337166667,43.277374636228096,54.67622073118044
2003/2/21,4584.600098,4594.669922,4538.459961,4548.350098,4548.333008,2670400.0,4584.9940917,4793.470003199999,28.816369653307245,45.46784025984152
2003/2/24,4585.799805,4613.080078,4538.549805,4609.200195,4609.183105,2485600.0,4581.527099500001,4792.8993488999995,33.48224517068772,35.19199648674102
2003/2/25,4559.319824,4559.319824,4454.350098,4454.350098,4454.333496,2655200.0,4565.064111300001,4785.0490234,21.542330960037077,27.946981928010683
2003/2/26,4478.140136999999,4495.640136999999,4436.52002,4456.689941,4456.67334,2643600.0,4548.246093700001,4776.902685499999,20.43142808143089,25.152001404051898
2003/2/27,4411.540039,4473.529785,4385.609863000001,4432.459961,4432.443848,2312200.0,4540.696093700001,4763.4203449999995,10.673325417541625,17.5490281530032
2003/3/3,4483.439941,4546.850098,4472.169922,4526.689941,4526.67334,2435200.0,4543.966064400001,4753.8523436999985,31.347105792113513,20.817286430362014
2003/3/4,4481.549805,4515.970215,4476.549805,4499.689941,4499.67334,2346800.0,4523.427050700001,4742.148681566666,49.43007326572346,30.483501491792868
2003/3/5,4457.459961,4475.970215,4411.970215,4418.109863000001,4418.09375,2514400.0,4504.707031100001,4723.043684799998,49.28344433375622,43.35354113053106
2003/3/6,4443.339844,4451.399902,4385.580078,4397.439941,4397.423828,2251000.0,4489.3680174,4703.211018766665,31.061010878262383,43.25817615924736
2003/3/7,4352.72998,4403.390136999999,4312.279785,4350.589844,4350.57373,2210200.0,4469.356982300001,4680.974007066664,14.614105089459818,31.65285343382615
2003/3/10,4370.680176,4384.640136999999,4308.52002,4319.990234000001,4319.974121,1798600.0,4446.5209959,4660.197346899997,9.738398995374046,18.471171654365424
2003/3/11,4272.02002,4313.589844,4240.600098,4260.450195,4260.434082,2417000.0,4411.6459959,4638.619693899997,10.098241144957646,11.483581743263843
2003/3/12,4275.580078,4328.149902,4254.410156,4328.149902,4328.133789,2314600.0,4399.0259762999995,4617.8570311333315,18.498304003551844,12.778314714627852
2003/3/13,4320.47998,4400.830078,4298.459961,4378.990234000001,4378.974121,2681400.0,4391.2560056,4598.9610350333305,44.9923994729642,24.5296482071579
2003/3/14,4519.200195,4532.970215,4469.990234000001,4476.169922,4476.15332,3540800.0,4395.627001700001,4581.724365099998,69.0387003120918,44.17646792953595
2003/3/17,4441.799805,4441.799805,4357.879883,4357.990234000001,4357.974121,1970600.0,4378.757031000001,4557.697379399998,68.57836866161641,60.86982281555746
2003/3/18,4504.819824,4569.120117,4488.279785,4539.720215,4539.703125,3322800.0,4382.760058400001,4540.444059099998,70.46059153728395,69.35922017033072
2003/3/19,4533.450195,4547.850098,4495.029785,4515.069824,4515.053223,2615000.0,4392.456054500001,4525.193391766665,70.27983481909155,69.77293167266396
2003/3/20,4584.470215,4613.689941,4505.459961,4599.25,4599.23291,3560800.0,4412.637060400002,4511.329719899998,88.34783518003405,76.36275384546984
2003/3/21,4589.810059,4615.839844,4565.049805,4586.919922,4586.902832,2639400.0,4436.270068200001,4503.107714699999,87.72479915758866,82.11748971890474
2003/3/24,4619.069824,4619.97998,4568.339844,4570.680176,4570.663086,1901800.0,4461.339062400001,4497.618049999999,81.90361367617855,85.99208267126708
2003/3/25,4473.560059,4513.830078,4473.560059,4498.830078,4498.813477000001,1691600.0,4485.177050700002,4492.783382033333,56.20474157234622,75.27771813537113
2003/3/26,4533.27002,4537.0,4489.620117,4496.049805,4496.033203,1596000.0,4501.967041000002,4488.685709533332,31.728331655848013,56.61222896812425
2003/3/27,4467.740234000001,4514.240234000001,4467.160156,4514.240234000001,4514.223633,1702800.0,4515.492041000002,4484.9980467666655,21.141974765034288,36.35834933107616
2003/3/28,4513.259765999999,4517.509765999999,4465.279785,4477.009765999999,4476.993164,1626000.0,4515.576025400002,4483.966373599998,17.91657550548956,23.59562730879061
2003/3/31,4442.100098,4442.100098,4306.540039,4321.220215,4321.204102000001,2013600.0,4511.899023500003,4478.207372966665,14.919971533253985,17.99284060125927
2003/4/1,4275.390136999999,4338.240234000001,4275.390136999999,4337.609863000001,4337.59375,1586000.0,4491.687988300002,4465.958365799999,12.5785814604068,15.13837616638344
2003/4/2,4339.160156,4351.709961,4295.149902,4311.560059,4311.543945,1653800.0,4471.337011800003,4456.166699133332,15.03073753320549,14.176430175622082
2003/4/3,4394.430176,4411.069824,4357.850098,4358.390136999999,4358.374022999999,2006800.0,4447.251025500003,4449.7520344333325,24.334280259383195,17.314533084331817
2003/4/4,4343.430176,4499.180176,4339.200195,4499.180176,4499.163574,2863600.0,4438.477050900003,4448.034700466666,49.739812848190695,29.701610213593113
2003/4/7,4505.740234000001,4597.22998,4479.120117,4575.830078,4575.812988000001,3518000.0,4438.992041100003,4448.9506998,75.8771116910454,49.983734932873084
2003/4/8,4559.220215,4606.899902,4544.830078,4552.450195,4552.433105,3329400.0,4444.354052800003,4447.059033133333,91.96164542392548,72.52618998772051
2003/4/9,4539.299805,4544.899902,4509.299805,4537.390136999999,4537.373047,2622000.0,4448.488086000003,4449.827034433333,83.30645415520029,83.71507042339037
2003/4/10,4537.149902,4597.5,4532.299805,4541.359863000001,4541.342772999999,3591400.0,4451.200048900002,4452.649365166667,77.36197693372249,84.21002550428273
2003/4/11,4549.080078,4562.950195,4521.169922,4530.399902,4530.382813,2429200.0,4456.539062500002,4455.914029866666,63.22771008663498,74.63204705851923
2003/4/14,4540.089844,4549.640136999999,4456.959961,4459.810059,4459.793457,1963800.0,4470.398046900003,4453.684700466666,39.18317682587912,59.92428794874551
2003/4/15,4494.189941,4500.279785,4466.02002,4487.589844,4487.573242,1854600.0,4485.396045000003,4453.281363899999,21.275539751942148,41.22880888815207
2003/4/16,4541.660156,4619.950195,4541.660156,4609.319824,4609.302734000001,3267400.0,4515.172021500002,4459.655029266665,39.057717749982,33.172144775934406
2003/4/17,4593.890136999999,4628.0,4564.52002,4566.660156,4566.643066,2350200.0,4535.9990234000015,4465.295703099999,59.80315672959443,40.045471410506174
2003/4/18,4633.589844,4677.419922,4633.589844,4658.299805,4658.282715,3958400.0,4551.910986300002,4475.552701799998,82.98074095781072,60.61387181246236
2003/4/21,4652.240234000001,4661.890136999999,4609.470215,4648.120117,4648.103027,2861000.0,4559.139990200002,4486.490364566665,80.53480612575085,74.43956793771865
2003/4/22,4622.25,4626.459961,4556.100098,4556.100098,4556.083008,2263200.0,4559.504980500003,4496.345361333332,62.70122261481587,75.40558989945912
2003/4/23,4611.459961,4621.779785,4546.200195,4564.930176,4564.913086,2778400.0,4562.258984400002,4504.238037133332,37.01675051072471,60.08425975043045
2003/4/24,4538.370117,4538.370117,4360.830078,4374.939941,4374.923828,3204200.0,4545.616992200003,4504.103027366666,9.788991407032514,36.50232151085767
2003/4/25,4269.600098,4338.27002,4231.560059,4233.540039,4233.523926,2952000.0,4515.931005900003,4496.015364599999,6.396896226526437,17.734212714761192
2003/4/28,4126.25,4156.850098,4044.7299799999996,4139.5,4139.483886999999,2589000.0,4483.900000000002,4488.732356799999,7.069333845956862,7.7517404931719085
2003/4/29,4186.22998,4227.819824,4142.620117,4200.319824,4200.303711,3396000.0,4455.172998000002,4477.419010433333,14.571385886944675,9.345871986475963
2003/4/30,4260.080078,4268.839844,4128.339844,4148.069824,4148.053711,2839800.0,4409.047998000002,4465.185677099999,21.3960990221907,14.345606251697385
2003/5/2,4130.600098,4193.189941,4108.669922,4187.819824,4187.803711,2302200.0,4371.163964800002,4451.4713378999995,32.21450275092949,22.72732922002159
2003/5/5,4167.419922,4215.899902,4146.140136999999,4202.120117,4202.104004,2122600.0,4325.545996000002,4438.644677733333,46.63651129979093,33.41570435763701
2003/5/6,4210.390136999999,4250.890136999999,4206.839844,4220.450195,4220.434082,2336600.0,4282.779003800001,4426.970345033334,62.92128050851063,47.257431519743655
2003/5/7,4253.430176,4276.689941,4217.72998,4275.910156,4275.894043,2455600.0,4254.760009600001,4419.539680966667,79.85115368989194,63.13631516606447
2003/5/8,4254.509765999999,4254.509765999999,4191.25,4191.25,4191.233886999999,1818400.0,4217.391992000001,4409.379687466667,72.82446786059738,71.86563401966663
